date,open,high,low,close,volume
2024-09-27,65183.68,66547.69,64839.11,65790.28,36162.6
2024-09-28,65790.28,66267.41,65442.19,65868.67,10383.49
2024-09-29,65868.67,66081.97,65440.3,65611.98,11532.92
2024-09-30,65611.98,65627.43,62846.03,63314.81,42396.01
2024-10-01,63314.81,64112.99,60156.13,60790.06,67326.52
2024-10-02,60790.06,62383.28,59976.82,60641.8,55652.18
2024-10-03,60641.8,61478.71,59846.16,60746.35,50457.09
2024-10-04,60746.35,62480.52,60458.33,62094.06,38904.7
2024-10-05,62094.06,62377.77,61689.84,62059.19,10082.43
2024-10-06,62059.19,62976.08,61815.61,62821.76,13418.93
2024-10-07,62821.76,64458.38,62129.23,62209.84,41062.64
2024-10-08,62209.84,63185.68,61832.71,62129.17,33506.88
2024-10-09,62129.17,62513.84,60252.65,60585.22,37528.72
2024-10-10,60585.22,61251.26,58869.24,60280.38,42405.42
2024-10-11,60280.38,63418.56,60039.18,62517.42,36112.65
2024-10-12,62517.42,63469.71,62473.78,63197.03,15673.6
2024-10-13,63197.03,63276.36,62036.49,62854.48,16786.01
2024-10-14,62854.48,66494.04,62438.82,66068.25,50393.51
2024-10-15,66068.25,67938.85,64791.36,67064.69,51909.81
2024-10-16,67064.69,68401.67,66752.45,67614.71,42024.2
2024-10-17,67614.71,67931.28,66643.91,67408.87,32062.99
2024-10-18,67408.87,69016.74,67167.07,68425.63,36869.58
2024-10-19,68425.63,68681.33,68009.42,68370.04,7712.36
2024-10-20,68370.04,69385.31,68094.66,69020.94,11999.25
2024-10-21,69020.94,69501.44,66811.42,67358.14,36536.85
2024-10-22,67358.14,67800.62,66540.7,67390.32,32484.74
2024-10-23,67390.32,67436.29,65171.54,66612.97,32488.79
2024-10-24,66612.97,68812.4,66456.7,68163.56,31715.51
2024-10-25,68163.56,68745.57,65510.53,66577.77,43824.41
2024-10-26,66577.77,67366.46,66343.25,67014.72,14159.11
2024-10-27,67014.72,68254.55,66852.5,67945.14,12105.31
