date,open,high,low,close,volume
2024-04-30,63847.54,64721.13,59097.29,60633.97,41212.82
2024-05-01,60633.97,60788.52,56516.09,58277.44,52053.76
2024-05-02,58277.44,59628.08,56936.28,59083.85,29471.89
2024-05-03,59083.85,63355.83,58835.76,62917.45,35180.41
2024-05-04,62917.45,64539.14,62587.84,63904.51,16206.9
2024-05-05,63904.51,64634.43,62923.47,64037.5,12595.62
2024-05-06,64037.5,65517.33,62715.9,63168.44,24082.55
2024-05-07,63168.44,64403.15,62274.09,62323.36,20907.17
2024-05-08,62323.36,63004.6,60867.52,61179.81,18593.4
2024-05-09,61179.81,63429.98,60623.94,63077.18,18440.55
2024-05-10,63077.18,63469.13,60181.24,60790.82,25390.35
2024-05-11,60790.82,61489.54,60474.73,60823.19,8298.11
2024-05-12,60823.19,61838.51,60600.9,61459.22,8214.5
2024-05-13,61459.22,63445.72,60758.38,62932.29,21250.01
2024-05-14,62932.29,63097.07,61094.77,61548.48,26392.04
2024-05-15,61548.48,66467.29,61325.48,66245.16,40708.36
2024-05-16,66245.16,66760.54,64600.05,65250.53,24275.96
2024-05-17,65250.53,67489.24,65120.39,67051.35,23340.48
2024-05-18,67051.35,67397.7,66633.01,66927.56,8752.24
2024-05-19,66927.56,67696.21,65878.18,66268.25,9725.64
2024-05-20,66268.25,71546.4,66071.74,71430.23,38260.49
2024-05-21,71430.23,71964.79,69158.99,70141.17,30747.6
2024-05-22,70141.17,70643.89,68952.24,69123.56,22981.44
2024-05-23,69123.56,70037.76,66370.0,67946.35,28168.79
2024-05-24,67946.35,69264.17,66613.35,68548.33,18239.62
2024-05-25,68548.33,69599.81,68498.87,69288.95,5972.0
2024-05-26,69288.95,69511.53,68156.05,68488.29,5502.87
2024-05-27,68488.29,70613.89,68227.32,69386.83,13110.64
2024-05-28,69386.83,69533.54,67206.37,68330.84,22223.83
2024-05-29,68330.84,68858.38,67099.33,67576.81,16353.37
2024-05-30,67576.81,69520.94,67107.22,68346.19,20828.64
